file,cohort,ch,jump_rate,flat1s_rate,std_med
ST7211J0-PSG.edf,ST,EEG Pz-Oz,0.0012918819803300551,0.03,14.075385398253776
ST7211J0-PSG.edf,ST,EOG horizontal,0.0013502250375062512,0.03,56.54329233540197
ST7211J0-PSG.edf,ST,EMG submental,0.001316886147691282,0.03,3.9245588615616125
ST7212J0-PSG.edf,ST,EEG Fpz-Cz,5.000833472245375e-05,0.07083333333333333,41.26054120061912
ST7212J0-PSG.edf,ST,EEG Pz-Oz,5.834305717619603e-05,0.07083333333333333,13.436379732048056
ST7212J0-PSG.edf,ST,EOG horizontal,4.167361226871145e-05,0.07083333333333333,132.09670782426605
ST7212J0-PSG.edf,ST,EMG submental,8.33472245374229e-06,0.07083333333333333,5.645646062680738
ST7221J0-PSG.edf,ST,EEG Fpz-Cz,0.00012502083680613436,0.12666666666666668,23.345782722196624
ST7221J0-PSG.edf,ST,EEG Pz-Oz,0.0001666944490748458,0.12666666666666668,8.883894144972396
ST7221J0-PSG.edf,ST,EOG horizontal,0.0001666944490748458,0.12666666666666668,38.41653884361574
ST7221J0-PSG.edf,ST,EMG submental,0.00013335555925987665,0.12666666666666668,3.3905431546444547
ST7222J0-PSG.edf,ST,EEG Fpz-Cz,0.0002500416736122687,0.065,19.696532036708906
ST7222J0-PSG.edf,ST,EEG Pz-Oz,0.0004500750125020837,0.065,8.111797007069637
ST7222J0-PSG.edf,ST,EOG horizontal,0.00031671945324220703,0.065,26.537963807021548
ST7222J0-PSG.edf,ST,EMG submental,0.00032505417569594935,0.065,10.116240694153486
ST7241J0-PSG.edf,ST,EEG Fpz-Cz,9.168194699116519e-05,0.059166666666666666,23.975707821680125
ST7241J0-PSG.edf,ST,EEG Pz-Oz,0.00012502083680613436,0.059166666666666666,12.372338504472417
ST7241J0-PSG.edf,ST,EOG horizontal,6.667777962993832e-05,0.059166666666666666,34.0622946735853
ST7241J0-PSG.edf,ST,EMG submental,8.33472245374229e-05,0.059166666666666666,7.969645534377698
ST7242J0-PSG.edf,ST,EEG Fpz-Cz,0.0,0.06833333333333333,25.77341056664354
ST7242J0-PSG.edf,ST,EEG Pz-Oz,0.0,0.06833333333333333,11.685853188295486
ST7242J0-PSG.edf,ST,EOG horizontal,8.33472245374229e-06,0.06833333333333333,23.024004849600942
ST7242J0-PSG.edf,ST,EMG submental,3.333888981496916e-05,0.06833333333333333,3.887474664654698
